company,official_site,bursa_site,code
LEE SWEE KIAT GROUP BERHAD,http://www.lsk.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8079,8079
LEON FUAT BERHAD,http://www.leonfuat.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5232,5232
LEONG HUP INTERNATIONAL BERHAD,https://www.leonghupinternational.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6633,6633
LEWEKO RESOURCES BERHAD,https://www.leweko.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8745,8745
LFE CORPORATION BERHAD,http://www.lfe.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7170,7170
LIEN HOE CORPORATION BERHAD,http://www.lienhoe.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3573,3573
LII HEN INDUSTRIES BHD.,http://www.liihenfurniture.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7089,7089
LINGKARAN TRANS KOTA HOLDINGS BERHAD,http://www.litrak.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6645,6645
LION INDUSTRIES CORPORATION BERHAD,http://www.lion.com.my/lionind,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4235,4235
LION FOREST INDUSTRIES BERHAD,http://www.lion.com.my/lionfib,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8486,8486
LOTTE CHEMICAL TITAN HOLDING BERHAD,http://www.lottechem.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5284,5284
LOTUS KFM BERHAD,http://www.kfmb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8303,8303
LPI CAPITAL BHD,http://www.lonpac.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8621,8621
LTKM BERHAD,http://www.ltkm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7085,7085
LUSTER INDUSTRIES BHD.,http://www.lustergroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5068,5068
LUXCHEM CORPORATION BERHAD,http://www.luxchem.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5143,5143
LYSAGHT GALVANIZED STEEL BERHAD,http://lysaghtgalvanizedsteelbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9199,9199
MAA GROUP BERHAD,https://www.maa.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1198,1198
MAGNA PRIMA BERHAD,http://www.magnaprima.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7617,7617
MAGNI-TECH INDUSTRIES BERHAD,http://www.magni-tech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7087,7087
MAGNUM BERHAD,http://www.magnum.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3859,3859
MAH SING GROUP BERHAD,http://www.mahsing.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8583,8583
MAJUPERAK HOLDINGS BERHAD,http://www.majuperak.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8141,8141
MALAKOFF CORPORATION BERHAD,http://www.malakoff.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5264,5264
MALAYAN BANKING BERHAD,http://www.maybank.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1155,1155
MALAYAN CEMENT BERHAD,http://ytlcement.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3794,3794
MALAYAN FLOUR MILLS BERHAD,http://www.mfm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3662,3662
MALAYAN UNITED INDUSTRIES BERHAD,http://www.muiglobal.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3891,3891
MALAYSIA AIRPORTS HOLDINGS BERHAD,http://www.malaysiaairports.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5014,5014
MALAYSIA BUILDING SOCIETY BERHAD,http://www.mbsb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1171,1171
MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,http://www.mhb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5186,5186
MALAYSIA PACIFIC CORPORATION BERHAD,http://www.mpcb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6548,6548
MALAYSIA SMELTING CORPORATION BERHAD,http://www.msmelt.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5916,5916
MALAYSIA STEEL WORKS (KL) BHD,http://www.masteel.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5098,5098
MALAYSIAN BULK CARRIERS BERHAD,http://www.maybulk.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5077,5077
MALAYSIAN PACIFIC INDUSTRIES BERHAD,http://www.mpind.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3867,3867
MALAYSIAN RESOURCES CORPORATION BERHAD,http://www.mrcb.com.my/main/index.php,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1651,1651
MALPAC HOLDINGS BERHAD,http://www.malpac.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4936,4936
MALTON BERHAD,http://www.malton.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6181,6181
MANULIFE HOLDINGS BERHAD,http://www.manulife.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1058,1058
MARCO HOLDINGS BERHAD,http://www.marcoholdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3514,3514
MARINE & GENERAL BERHAD,http://marine-general.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5078,5078
MASTER-PACK GROUP BERHAD,http://www.master.net.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7029,7029
MATRIX CONCEPTS HOLDINGS BERHAD,http://www.mchb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5236,5236
TADMAX RESOURCES BERHAD,http://www.tadmax.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4022,4022
MAXIS BERHAD,http://www.maxis.com.my/main.asp,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6012,6012
MBM RESOURCES BHD,http://www.mbmr.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5983,5983
MCE HOLDINGS BERHAD,http://www.multicode.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7004,7004
MCT BERHAD,http://www.mct.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5182,5182
MEDIA CHINESE INTERNATIONAL LIMITED,http://www.mediachinesegroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5090,5090
MEDIA PRIMA BERHAD,http://www.mediaprima.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4502,4502
MEGA FIRST CORPORATION BERHAD,http://www.mega-first.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3069,3069
MELATI EHSAN HOLDINGS BERHAD,http://www.melatiehsan.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5129,5129
MELEWAR INDUSTRIAL GROUP BERHAD,http://www.melewar-mig.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3778,3778
MENANG CORPORATION (M) BERHAD,http://www.menangcorporation.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1694,1694
MENTIGA CORPORATION BERHAD,http://www.mentiga.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5223,5223
MERCURY INDUSTRIES BERHAD,http://www.mercury.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8192,8192
MERIDIAN BERHAD,http://www.meda.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5040,5040
MESB BERHAD,http://www.mesbbhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7234,7234
MESINIAGA BERHAD,http://www.mesiniaga.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5011,5011
METROD HOLDINGS BERHAD,http://www.metrod.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6149,6149
METRONIC GLOBAL BERHAD,http://www.metronic-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0043,0043
MGB BERHAD,http://www.mgbgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7595,7595
MHC PLANTATIONS BHD,http://www.mhc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5026,5026
MI TECHNOVATION BERHAD,https://www.mi-eq.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5286,5286
MIECO CHIPBOARD BERHAD,http://www.mieco.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5001,5001
MILUX CORPORATION BERHAD,http://www.milux.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7935,7935
MINDA GLOBAL BERHAD,http://www.mindaglobal.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5166,5166
MINETECH RESOURCES BERHAD,http://www.minetech.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7219,7219
MINHO (M) BERHAD,http://www.minhobhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5576,5576
MISC BERHAD,http://www.misc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3816,3816
MITRAJAYA HOLDINGS BERHAD,http://www.mitrajaya.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9571,9571
MK LAND HOLDINGS BERHAD,http://www.mkland.com.my/corporate/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8893,8893
MKH BERHAD,http://www.mkhberhad.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6114,6114
MMC CORPORATION BERHAD,http://www.mmc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2194,2194
MMS VENTURES BERHAD,http://www.mmsv.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0113,0113
MNRB HOLDINGS BERHAD,http://www.mnrb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6459,6459
MPHB Capital Berhad,http://www.mphbcap.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5237,5237
MR D.I.Y. GROUP (M) BERHAD,https://www.mrdiy.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5296,5296
MSM MALAYSIA HOLDINGS BERHAD,http://www.msmholdings.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5202,5202
MTD ACPI ENGINEERING BERHAD,http://www.mtdgrp.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5924,5924
MUAR BAN LEE GROUP BERHAD,http://www.mbl.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5152,5152
MUDA HOLDINGS BERHAD,http://www.muda.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3883,3883
MUDAJAYA GROUP BERHAD,http://www.mudajaya.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5085,5085
MUHIBBAH ENGINEERING (M) BHD,http://www.muhibbah.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5703,5703
MUI PROPERTIES BERHAD,http://www.muiproperties.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3913,3913
MULPHA INTERNATIONAL BERHAD,http://www.mulpha.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3905,3905
MULTI-USAGE HOLDINGS BERHAD,http://www.muh.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9539,9539
MY E.G. SERVICES BERHAD,http://www.myeg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0138,0138
MYCRON STEEL BERHAD,http://www.mycronsteel.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5087,5087
MYNEWS HOLDINGS BERHAD,http://www.bisonconsolidated.com/home/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5275,5275
NAIM HOLDINGS BERHAD,https://www.naim.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5073,5073
NATIONWIDE EXPRESS HOLDINGS BERHAD,http://www.nationwide2u.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9806,9806
NEGRI SEMBILAN OIL PALMS BERHAD,http://www.nsop.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=2038,2038
NESTLE (MALAYSIA) BERHAD,http://www.nestle.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4707,4707
NEW HOONG FATT HOLDINGS BERHAD,http://www.newhoongfatt.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7060,7060
NEXTGREEN GLOBAL BERHAD,http://www.bhs.listedcompany.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7241,7241
NI HSIN RESOURCES BERHAD,http://www.ni-hsin.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7215,7215
NICHE CAPITAL EMAS HOLDINGS BERHAD,http://www.yikon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7139,7139
NOTION VTEC BERHAD,http://www.notionvtec.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0083,0083
NPC RESOURCES BERHAD,http://www.npc.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5047,5047
NTPM HOLDINGS BERHAD,http://www.ntpm.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5066,5066
NWP HOLDINGS BERHAD,http://www.nwp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5025,5025
NYLEX (MALAYSIA) BERHAD,http://www.nylex.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4944,4944
OCB BERHAD,http://www.ocbb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5533,5533
OCEANCASH PACIFIC BERHAD,http://www.oceancash.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0049,0049
OCK GROUP BERHAD,http://www.ock.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0172,0172
OCR GROUP BERHAD,http://www.ocrbhd.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7071,7071
OKA CORPORATION BHD,http://www.oka.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7140,7140
OLYMPIA INDUSTRIES BERHAD,http://www.oib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3018,3018
OMESTI BERHAD,http://www.omesti.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9008,9008
ONLY WORLD GROUP HOLDINGS BERHAD,http://www.owg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5260,5260
ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,http://www.ofih.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7107,7107
ORIENTAL HOLDINGS BERHAD,http://www.ohb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4006,4006
ORIENTAL INTEREST BERHAD,http://www.oibgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5827,5827
ORNAPAPER BERHAD,http://www.ornapaper.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5065,5065
OSK HOLDINGS BERHAD,http://www.oskgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5053,5053
P.A. RESOURCES BERHAD,http://www.pagroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7225,7225
P.I.E. INDUSTRIAL BERHAD,http://www.pieib.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7095,7095
PACIFIC & ORIENT BERHAD,http://www.pacific-orient.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6009,6009
PADINI HOLDINGS BERHAD,http://corporate.padini.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7052,7052
PAN MALAYSIA CORPORATION BERHAD,http://www.pmcorporation.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4081,4081
PAN MALAYSIA HOLDINGS BERHAD,http://www.pmholdings.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1287,1287
PANASONIC MANUFACTURING MALAYSIA BERHAD,http://pmma.panasonic.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3719,3719
PANSAR BERHAD,http://www.pansar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8419,8419
PANTECH GROUP HOLDINGS BERHAD,http://www.pantech-group.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5125,5125
PAOS HOLDINGS BERHAD,http://www.paos.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5022,5022
PARAGON GLOBE BERHAD,http://www.gbhgroup.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3611,3611
PARAGON UNION BERHAD,http://www.paragon.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9407,9407
PARAMOUNT CORPORATION BERHAD,https://www.pcb.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1724,1724
PARKSON HOLDINGS BERHAD,http://www.lion.com.my/parkson,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5657,5657
PASDEC HOLDINGS BERHAD,http://www.pasdec.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6912,6912
PAVILION REAL ESTATE INV TRUST,http://www.pavilion-reit.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5212,5212
PBA HOLDINGS BHD,http://www.pbahb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5041,5041
PCCS GROUP BERHAD,http://www.pccsgroup.net/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6068,6068
PDZ HOLDINGS BHD,http://www.pdzlines.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6254,6254
PECCA GROUP BERHAD,https://www.peccaleather.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5271,5271
PEGASUS HEIGHTS BERHAD,http://www.pegasusheights.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4464,4464
PELANGI PUBLISHING GROUP BHD.,http://www.pelangipublishing.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7190,7190
PELIKAN INTERNATIONAL CORPORATION BERHAD,http://www.pelikan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5231,5231
PENSONIC HOLDINGS BERHAD,http://www.pensonic.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9997,9997
PENTAMASTER CORPORATION BERHAD,http://www.pentamaster.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7160,7160
PERAK CORPORATION BERHAD,http://www.perakcorp.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8346,8346
PERAK TRANSIT BERHAD,http://www.peraktransit.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=0186,0186
PERDANA PETROLEUM BERHAD,http://www.petraperdana.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7108,7108
PERMAJU INDUSTRIES BERHAD,http://www.permaju.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7080,7080
PERTAMA DIGITAL BERHAD,http://www.pertamadigital.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8532,8532
PESONA METRO HOLDINGS BERHAD,http://www.pesona.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8311,8311
PESTECH INTERNATIONAL BERHAD,http://pestech-international.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5219,5219
PETRA ENERGY BERHAD,http://www.petraenergy.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5133,5133
PETRON MALAYSIA REFINING & MARKETING BHD,http://www.petron.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=3042,3042
PETRONAS CHEMICALS GROUP BERHAD,http://www.petronaschemicals.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5183,5183
PETRONAS DAGANGAN BHD,http://www.mymesra.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5681,5681
PETRONAS GAS BERHAD,http://www.petronasgas.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6033,6033
PHARMANIAGA BERHAD,http://www.pharmaniaga.com/ph/main.cfm,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7081,7081
PIMPINAN EHSAN BERHAD,https://www.pebhd.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5622,5622
PINEHILL PACIFIC BERHAD,http://www.pinepac.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1902,1902
PINTARAS JAYA BHD,http://www.pintaras.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9598,9598
PJBUMI BERHAD,http://www.pjbumi.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7163,7163
PLB ENGINEERING BERHAD,http://www.plb.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7055,7055
PLENITUDE BERHAD,http://www.plenitude.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5075,5075
PLS PLANTATIONS BERHAD,http://www.limbongan.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9695,9695
PMB TECHNOLOGY BERHAD,http://www.pmbtechnology.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7172,7172
PNE PCB BERHAD,http://pnepcb.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6637,6637
POH HUAT RESOURCES HOLDINGS BERHAD,http://www.pohhuat.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7088,7088
POH KONG HOLDINGS BERHAD,http://www.pohkong.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5080,5080
POLY GLASS FIBRE (M) BERHAD,http://www.polyglass.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8117,8117
POS MALAYSIA BERHAD,http://www.pos.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4634,4634
POWER ROOT BERHAD,http://www.powerroot.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7237,7237
PPB GROUP BERHAD,http://www.ppbgroup.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=4065,4065
PRESS METAL ALUMINIUM HOLDINGS BERHAD,http://www.pressmetal.com/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8869,8869
PRESTAR RESOURCES BERHAD,http://www.prestar.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=9873,9873
PRG HOLDINGS BERHAD,http://www.prg.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7168,7168
PRICEWORTH INTERNATIONAL BERHAD,http://www.pwpmalaysia.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7123,7123
PROGRESSIVE IMPACT CORPORATION BERHAD,http://www.pic.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=7201,7201
PROLEXUS BERHAD,http://www.prolexus.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8966,8966
PROTASCO BERHAD,http://www.protasco.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5070,5070
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,http://www.perstima.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=5436,5436
PUBLIC BANK BERHAD,http://www.publicbank.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=1295,1295
PUBLIC PACKAGES HOLDINGS BHD,http://www.pph.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=8273,8273
PUNCAK NIAGA HOLDINGS BERHAD,http://www.puncakniaga.com.my/,https://www.bursamalaysia.com/trade/trading_resources/listing_directory/company-profile?stock_code=6807,6807
